,Tweets
247,Saddened to learn of the passing of my old friend Ali Habib today. He was a respected &amp; enterprising businessman who was a member of the SKMT Board and was helping our govt in an honorary capacity in the Ministry of Commerce.
248,میں رب کریم سےکرونا میں مبتلا اپنے ہم وطنوں کی جلد شفایابی کیلئےدعاگوہوں۔ آپ سب ہماری دعاؤں کاحصہ ہیں۔ ہم آپ کوکبھی فراموش نہیں کرسکتےکہ ارضِ پاک سےکہیں دورآپ ہمارےفخر کاسامان اور اپنی ترسیلات و عطیات سے پاکستان کی ترقی میں نہایت اہم کردار ادا کرنے والا ہمارا عظیم ترین اثاثہ ہیں۔
249,بیرون ملک بسنے اور کام کرنے والے لاتعداد پاکستانیوں کی کرونا کے باعث اموات کی اطلاع پر میں بےحد رنجیدہ ہوں۔ بہت سے تو وباء کیخلاف عالمی جنگ کے دوران اگلے مورچوں پر لڑتے لڑتے موت کی آغوش میں چلے گئے۔ میری تمام تر دعائیں اور ہمدردیاں انکے اہل خانہ کے ساتھ ہیں۔
250,"My prayers also for early recovery of those still battling COVID19. You are all in our prayers. We can never forget all of you far away from Pak who continue to do us proud &amp; are our greatest asset, playing a critical role in Pak's development through remittances &amp; charity work."
251,I am saddened by the news of the death of countless Pakistanis living &amp; working abroad who have fallen victim to the COVID19. Many died while serving in the frontline of the global war against COVID19. My condolences &amp; prayers go their families.
252,"سمندر پارپاکستانی ہمیشہ سےپاکستان کیلئےقوت کاذریعہ ہیں۔اپنےان ہم وطنوں سے میری اپیل ہےکہ وقت کی پکارپرلبیک کہتے ہوئےکروناسےپھوٹنےوالےسنگین حالات میں پاکستان کی مددکیلئے""وزیراعظم کروناریلیف فنڈ""میں درج ذیل طریقےسےدل کھول کرحصہ ڈالیں
 https://t.co/qeOB6qWC93 
#Pakistanis4Pakistanis"
253,"Overseas Pakistani have always been Pakistan's source of strength. I would like all overseas Pakistanis to once again help Pak during this critical time of COVID19 pandemic by donating generously to PM’s Covid Relief Fund at https://t.co/qeOB6qWC93 
#Pakistanis4Pakistanis"
254,"بین الاقوامی برادری، اقوام متحدہ کے سیکرٹری جنرل اور عالمی مالیاتی اداروں سے میری اپیل ہے کہ وہ کرونا کی وباء (COVID19 Pandemic) کی وجہ سے ترقی پذیر ممالک کو پیش آنے والے المیےکا مثبت انداز میں جواب دیں۔
 #Global_Initiative_Debt_Relief  https://t.co/EfydRhfZhc"
255,"My appeal to the international community, the UNSG &amp; international financial institutions to respond positively to the dilemma confronting developing countries in the face of the COVID19 pandemic. #Global_Initiative_Debt_Relief  https://t.co/EfydRhfZhc"
256,ہماری مسیحی برادری کو ایسٹر کی خوشیاں مبارک۔ میری اپیل ہے کہ کرونا کے ہنگام گھروں تک محدود رہئیے اور قومی حفاظتی تدابیر کو بطور خاص اپنا کر اپنے اور اپنے اہل خانہ کی سلامتی کا اہتمام کرتے ہوئے عبادات کیجئے اور خوشیاں منائیے۔
257,Wishing all our Christian citizens a happy Easter. Please stay safe and keep your families safe during the COVID19 pandemic by praying and celebrating at home; &amp; by observing the national safety protocols
258,"کرونا کازمانہ ہےاورپاکستان نئی راہیں کھوج رہاہے۔ایسےدیہاڑی دار جن کے روزگار زدمیں آئےہیں ان میں سےمتعدد کوہماری حکومت 10 ارب درختوں کی تنصیب ایسے بڑےکام میں لگارہی ہےجس سےزندگیاں ہی نہیں بدلیں گی بلکہ کرہ ارض پربھی مثبت اثرات نمایاں ہونگے۔ ہر قدم اہم ہے۔ 
 https://t.co/3ajFP7lFNT"
259,"Pakistan innovates in the time of COVID19. With daily wagers out of jobs, our govt is employing a number of them  as part of the massive 10 Billion Tree Campaign - impacting lives and the planet positively at the same time. Every initiative counts. https://t.co/3ajFP7lFNT"
260,"ٹیکس ریفنڈز اور زراعت کیساتھ تعمیرات کے شعبے کو کھولنے جیسے فیصلے بھی کئے گئے ہیں۔ کرونا کے ہنگام کاروباری طبقے کیلئے سٹیٹ بنک کی مراعات نہ صرف کاروباروں کو زندہ رہنے میں مدد دیں گی بلکہ ان سے بیروزگاری کے سیلاب کے آگے بند باندھنے میں بھی مدد ملے گی۔
 https://t.co/WW5dBzcHiz"
261,مخصوص بندشوں کےذریعےعوام کومحفوظ بنانےاور نادارشہریوں کی دیکھ بھال کےکام میں توازن کی حکمت عملی کےتحت سٹیٹ بنک نےآج کاروباری طبقےکیلئےمراعات کا اعلان کیاہے۔احساس کی چھتری تلےغریبوں کوہنگامی صورتحال میں نقد رقوم کی تقسیم  جاری ہےجبکہ کاروباری طبقےکیلئےمراعات کا اہتمام کیاجارہاہے۔
262,With tax refunds &amp; opening up the construction sector while keeping agri sector open. SBP's initiatives for businesses during the COVID19 will help keep businesses afloat &amp; prevent massive unemployment. https://t.co/WW5dBzcHiz
263,Today SBP has announced incentives for businesses as part of our policy of balancing between protecting people through a targeted lockdown &amp; ensuring the vulnerable &amp; needy are provided for. The Ehsaas emergency cash prog is underway &amp; we are seeking to offer business incentives
264,"ملک بھر میں اتنے بڑے پیمانے پر معاشرے کے ضرورت مند افراد میں نقد رقوم کی تقسیم بلاشبہ ہماری حکومت کا ایک بڑا کارنامہ ہے۔ آئندہ 2 ہفتوں کے دوران 12 ملین خاندانوں میں 144 ارب روپیہ تقسیم کیا جائے گا۔ 
 https://t.co/n0CnbwKWeL"
265,"آج پاکستان کی تاریخ میں پہلی مرتبہ کسی حکومت کی جانب سے معاشرے کے ضرورت مند اور نادار افراد کو براہ راست مالی امداد کی فراہمی کے سب سے بڑے پروگرام کا باضابطہ اجراء کیا گیا۔ 
https://t.co/Eb6DejRuV4"
266,This is a great achievement of our govt to transfer cash to the needy in our society on such a massive scale across the country. Rs 144 billion will be distributed amongst 12 million families over the next two weeks. https://t.co/n0CnbwKWeL
267,"Today saw the launch of the biggest cash distribution by any govt in Pak's history, directly to the most vulnerable &amp; needy citizens in our society. https://t.co/Eb6DejRuV4"
268,میں کسی بھی کارروائی سے پہلے اعلیٰ سطحی کمیشن کی جانب سے مفصل فرانزک آڈٹ کے نتائج کا منتظر ہوں جو 25 اپریل تک مرتب کرلئے جائیں گے۔ ان نتائج کے سامنے آنے کے بعد کوئی بھی طاقتور گروہ (لابی) عوامی مفادات کا خون کرکے منافع سمیٹنے کے قابل نہیں رہے گا، انشاءاللہ۔
269,گندم اورچینی کی قیمتوں میں یک لخت اضافےکی ابتدائی تحقیقات وعدےکیمطابق فوراً بلا کم و کاست جاری کردی گئی ہیں۔ تاریخ میں اسکی نظیر نایاب ہے۔ذاتی مفادات کی آبیاری اورسمجھوتوں کی رسم نےماضی کی سیاسی قیادت کواس اخلاقی جرات سےمحروم رکھاجسکی بنیادپروہ ایسی رپورٹس کےاجراءکی ہمت کر پاتیں۔
270,"I await the detailed forensic reports now by the high-powered commission, which will come out on 25 April, before taking action. InshaAllah, after these reports come out no powerful lobby will be able to profiteer at the expense of our public."
271,As promised preliminary reports into sudden price hikes of sugar &amp; wheat have been released immed without alteration/tampering.This is unprecedented in Pak's history.Prev pol ldrships bec of their vested interests &amp; compromises lacked moral courage to order &amp; release such reports
272,ہم تعلیمی اداروں، خرید و فروخت کے بڑے مراکز، شادی ہالز، اور ریستورانوں سمیت ایسے تمام مقامات بند کر چکے ہیں جہاں افراد کے جمع ہونے کا احتمال ہو۔ تاہم ان بندشوں کے تباہ کن اثرات سے بچاؤ کیلئے پہلے زرعی شعبہ کھلا رکھا گیا اور اب ہم تعمیرات کے شعبے کو کھول رہے ہیں۔
273,برصغیر میں بلند شرحِ افلاس کیساتھ ہمیں بندشوں میں حدددرجہ توازن درکار ہے۔ کرونا کا پھیلاؤ کم کرنے/مکمل طور پر روکنے کیلئے اگرچہ بندشیں ضروری ہیں تاہم اہتمام لازم کہ ان بندشوں کے باعث لوگ فاقوں مریں نہ ہی معیشت کا شیرازہ بکھرے۔ فی الحقیقت ہم ایک تنی ہوئی رسی پر گامزن ہیں۔
274,"We have locked down educational institutions, Malls, marriage halls, restaurants &amp; other places where public congregates. But, to stop the devastation of the lockdown we have kept our agri sector open &amp; now we are opening up our construction sector."
275,"In the subcontinent, with a high rate of poverty, we are faced with the stark choice of having to balance between a lockdown necessary to slow down/prevent the spread of COVID19 &amp; ensuring people don't die of hunger &amp; our economy doesn't collapse. So we are walking a tightrope."
276,"آر ایس ایس سے متاثرہ بی جے پی قیادت 21ویں صدی میں 200 ملین مسلمانوں کیخلاف کھلے عام وہی لب و لہجہ اختیار کئے ہوئے ہے جو نازیوں نے یہودیوں کیخلاف اپنایا۔
 https://t.co/MUiyqpgGDJ"
277,The RSS inspired BJP leadership in the 21st century openly speaking about the 200 million Muslims just as the Nazis spoke about the Jews. https://t.co/MUiyqpgGDJ
